chemical_code,chemical_name
0906040G0,Colecalciferol
0906040K0,Dihydrotachysterol
0906040N0,Ergocalciferol
0906040P0,Paricalcitol
090604800,Other vitamin D preparations
090605000,Other vitamin E preparations 0906050
0906050P0,Vitamin E
0906050T0,Tocopheryl acetate
0906050U0,Tocofersolan
0906060L0,Menadiol sodium phosphate
0906060Q0,Phytomenadione
090607000,Other multivitamin preparations
0906070T0,Vitamins caps
090700000,Other bitter and tonic preparations
0907000H0,Gentian
0908010AA,Agalsidase alfa
0908010AB,Laronidase
0908010AC,Miglustat
0908010AD,Carglumic acid
0908010AE,Agalsidase beta
0908010AF,Nitisinone
0908010AG,Galsulfase
0908010AH,Alglucosidase alfa
0908010AI,Cystine
0908010AJ,Zinc acetate
0908010AL,Sucrase
0908010AM,Asfotase alfa
0908010AN,Sebelipase alfa
0908010AP,Elosulfase alfa
0908010AQ,Migalastat
0908010AR,Eliglustat
0908010AS,Trientine tetrahydrochloride
0908010C0,Levocarnitine
0908010D0,Cholesterol
0908010E0,Mercaptamine
0908010I0,Imiglucerase
0908010N0,Sodium benzoate
0908010P0,Sodium phenylbutyrate
0908010S0,Trientine dihydrochloride
0908010T0,Betaine anhydrous
0908010V0,Ademetionine
0908010Y0,Sacrosidase
0908010Z0,Levocarnitine
0908020A0,Haem arginate
090900000,Other food preparations
091000000,Other compound vitamin/mineral formulation preparations
091101000,Other amino acidandnutritional agent preparations
0911010T0,Taurine
091102000,Other enzyme preparations 0911020
091104000,Other digestive aid preparations
091200000,Other health supplement preparations
100101040,Tenoxicam
100101050,Acemetacin
100101070,Naproxen sodium
100101080,Aceclofenac
1001010AA,Meloxicam
1001010AD,Ibuprofen lysine
1001010AE,Dexketoprofen
1001010AF,Rofecoxib
1001010AG,Diclofenac potassium
1001010AH,Celecoxib
1001010AI,Lornoxicam
1001010AJ,Etoricoxib
1001010AL,Valdecoxib
1001010AM,Dexibuprofen
1001010AN,Lumiracoxib
1001010AP,Ibuprofen sodium dihydrate
1001010B0,Azapropazone
1001010C0,Diclofenac sodium
1001010D0,Diflunisal
1001010E0,Etodolac
1001010F0,Fenbufen
1001010G0,Fenoprofen
1001010H0,Benorilate
1001010I0,Flurbiprofen
1001010J0,Ibuprofen
1001010K0,Indometacin
1001010L0,Ketoprofen
1001010N0,Mefenamic acid
1001010P0,Naproxen
1001010Q0,Phenylbutazone
1001010R0,Piroxicam
1001010S0,Sulindac
1001010T0,Tiaprofenic acid
1001010X0,Nabumetone
1001022G0,Hydrocortisone acetate
1001022K0,Methylprednisolone acetate
1001022N0,Prednisolone acetate
1001022U0,Triamcinolone acetonide
1001022Y0,Triamcinolone hexacetonide
1001030A0,Auranofin
1001030AA,Apremilast
1001030AB,Tofacitinib
1001030AC,Baricitinib
1001030AD,Sarilumab
1001030AE,Upadacitinib
1001030AF,Secukinumab
1001030AG,Filgotinib
1001030C0,Hydroxychloroquine sulfate
1001030D0,Etanercept
1001030F0,Penicillamine
1001030J0,Sodium aurothiomalate
1001030L0,Leflunomide
1001030Q0,Tiopronin
1001030R0,Anakinra
1001030S0,Adalimumab
1001030T0,Infliximab
1001030U0,Methotrexate
1001030V0,Abatacept
1001030W0,Tocilizumab
1001030X0,Golimumab
1001030Y0,Certolizumab pegol
1001030Z0,Belimumab
1001040A0,Benzbromarone
1001040C0,Allopurinol
1001040G0,Colchicine
1001040K0,Probenecid
1001040P0,Sulfinpyrazone
1001040U0,Rasburicase
1001040V0,Febuxostat
1001050A0,Glucosamine hydrochloride (Rheumatic)
1001050B0,Glucosamine sulfate (Rheumatic)
100201000,Other neuromuscularar transmisson preparations
1002010H0,Edrophonium chloride
1002010M0,Neostigmine bromide
1002010N0,Neostigmine metilsulfate
1002010Q0,Pyridostigmine bromide
1002010U0,Fampridine
1002020C0,Baclofen
1002020G0,Carisoprodol
1002020J0,Dantrolene sodium
1002020L0,Guaifenesin
1002020S0,Methocarbamol
1002020T0,Tizanidine hydrochloride
1002020Y0,Dronabinol/cannabidiol
1002020Z0,Pridinol mesilate
1003010P0,Hyaluronidase
1003010U0,Hyaluronic acid sodium
1003010V0,Serrapeptase
100302000,Other rubefacient and topical antirheumatic preparations
100302010,Ketoprofen
100302040,Dimethyl sulfoxide
1003020AA,Capsaicin
1003020AD,Arnica montana
1003020AE,Methyl salicylate/levomenthol
1003020AF,Diclofenac diethyl
1003020F0,Benzydamine hydrochloride
1003020H0,Capsicum
1003020I0,Diethylamine salicylate
1003020L0,Kaolin heavy
1003020M0,Felbinac
1003020N0,Methyl salicylate
1003020P0,Ibuprofen
1003020R0,Piroxicam
1003020S0,Soft soap
1003020T0,Nicotinates
1003020U0,Diclofenac sodium
1003020V0,Turpentine oil
1003020W0,Heparinoid
1003020Y0,Freeze sprays and gels
110301020,Chlorhexidine gluconate
1103010AG,Levofloxacin
1103010AI,Azithromycin
1103010AJ,Polihexanide
1103010AK,Gatifloxacin
1103010AL,Hydrocort sodiumphos
1103010B0,Ciprofloxacin
1103010C0,Chloramphenicol
1103010E0,Dibrompropamidine isetionate
1103010F0,Framycetin sulfate
1103010G0,Gentamicin sulfate
1103010H0,Fusidic acid
1103010I0,Erythromycin
1103010N0,Neomycin sulfate
1103010P0,Natamycin
1103010Q0,Polymyxin B sulphate
1103010S0,Propamidine isetionate
1103010T0,Cefuroxime sodium
1103010X0,Tobramycin
1103010Y0,Ofloxacin
1103010Z0,Vancomycin hydrochloride
1103020A0,Amphoteracin
1103020C0,Clotrimazole
1103020E0,Econazole nitrate
1103020M0,Miconazole
1103030C0,Aciclovir
1103030T0,Trifluridine (Antivirals)
1103030W0,Ganciclovir
1104010D0,Betamethasone sodium phosphate
1104010F0,Clobetasone butyrate
1104010I0,Dexamethasone
1104010K0,Fluorometholone
1104010M0,Hydrocortisone acetate
1104010R0,Prednisolone acetate
1104010S0,Prednisolone sodium phosphate
1104010V0,Rimexolone
1104010W0,Loteprednol etabonate
110402000,Other anti-inflammatory preparations
1104020AB,Hamamalis
1104020AC,Epinastine hydrochloride
1104020AD,Heparin sodium (Eye)
1104020AE,Ciclosporin (Eye Anti Inflammatory)
1104020AF,Ascorbic acid (Eye)
1104020B0,Antazoline
1104020G0,Flurbiprofen sodium
1104020M0,Lodoxamide trometamol
1104020N0,Nedocromil sodium
1104020P0,Levocabastine
1104020R0,Naphazoline hydrochloride
1104020T0,Sodium cromoglicate
1104020W0,Azelastine hydrochloride
1104020X0,Emedastine
1104020Y0,Ketotifen fumarate
1104020Z0,Olopatadine
1105000B0,Atropine sulfate
1105000E0,Cyclopentolate hydrochloride
1105000H0,Homatropine hydrobromide
1105000J0,Hyoscine hydrobromide
1105000P0,Phenylephrine hydrochloride
1105000S0,Tropicamide
1105000T0,Phenylephrine hydrochloride and tropicamide
1106000AA,Brimonidine tartrate
1106000AB,Dorzolamide and timolol
1106000AC,Brinzolamide
1106000AD,Latanoprost and timolol
1106000AE,Travoprost
1106000AF,Bimatoprost
1106000AG,Timolol and brimonidine
1106000AH,Timolol and travoprost
1106000AI,Timolol and bimatoprost
1106000AJ,Brinzolamide and timolol
1106000AK,Tafluprost
1106000AL,Brinzolamide/brimonidine
1106000AM,Tafluprost and timolol
1106000B0,Acetazolamide
1106000C0,Acetazolamide sodium
1106000F0,Adrenaline
1106000I0,Betaxolol
1106000J0,Carbachol
1106000K0,Carteolol hydrochloride
1106000L0,Latanoprost
1106000P0,Dorzolamide
1106000Q0,Dipivefrine hydrochloride
1106000S0,Guanethidine monosulfate
1106000T0,Levobunolol hydrochloride
1106000U0,Metipranolol
1106000X0,Pilocarpine hydrochloride
1106000Y0,Pilocarpine nitrate
1106000Z0,Timolol
1107000C0,Tetracaine hydrochloride
1107000F0,Cocaine (Eye)
1107000M0,Oxybuprocaine hydrochloride
1107000N0,Lidocaine hydrochloride
1107000Q0,Proxymetacaine hydrochloride
110801000,Other eye tear/lubricant/astringent preparations
1108010A0,Mercaptamine hydrochloride
1108010AA,Ciclosporin
1108010B0,Carbomer 940/980
1108010C0,Acetylcysteine
1108010D0,Carmellose sodium
1108010F0,Hypromellose
1108010H0,Hyetellose
1108010K0,Sodium chloride
1108010L0,Liquid paraffin
1108010N0,Paraffin soft yellow
1108010Q0,Polyvinyl alcohol
1108010S0,Hypromellose with phenylephrine
1108010T0,Povidone K 25
1108010Y0,Zinc sulfate
1108010Z0,Carbomer 974P
110802050,Sodium citrate
110802070,Ketorolac trometamol
1108020A0,Diclofenac sodium
1108020AB,Verteporfin
1108020AC,Pegaptanib sodium
1108020AD,Ranibizumab
1108020AF,Nepafenac
1108020AG,Bromfenac
1108020AH,Povidone iodine
1108020C0,Acetylcholine chloride
1108020G0,Disodium edetate
1108020J0,Apraclonidine
1108020K0,Fluorescein sodium
1108020L0,Glycerol
1108020Q0,Rose bengal
1108020U0,Moxifloxacin hydrochloride
1108030AA,Carbomer
1108030AB,Idebenone
120101000,Other otitis external preparations
120101020,Other aural preparations
120101040,Dexamethasone sodium metasulphobenzoate
120101050,Dexamethasone
1201010AB,Ofloxacin
1201010AC,Ciprofloxacin
1201010AD,Colistimeth sodium
1201010AE,Ciprofloxain/dexameth
1201010AF,Ciprofloxacin/fluocinolone
1201010AG,Phenazone/lidocaine
1201010B0,Acetic acid
1201010C0,Aluminium acetate
1201010E0,Betamethasone sodium phosphate
1201010F0,Flumetasone pivalate
1201010G0,Hydrocortisone acetate
1201010H0,Chloramphenicol
1201010Q0,Hydrocortisone
1201010S0,Hydrogen peroxide
1201010U0,Prednisolone sodium phosphate
1201010Z0,Triamcinolone acetonide
1201030F0,Docusate sodium
1201030H0,Oils for the ear
1201030N0,Urea hydrogen peroxide
1202010A0,Azelastine hydrochloride
1202010C0,Beclometasone dipropionate
1202010I0,Budesonide
1202010K0,Levocabastine
1202010L0,Flunisolide
1202010M0,Fluticasone propionate (Nasal)
1202010P0,Sodium cromoglicate
1202010T0,Triamcinolone acetonide
1202010U0,Mometasone furoate
1202010V0,Dexamethasone isonicotinate
1202010W0,Fluticasone furoate
1202010Y0,Fluticasone propionate/azelastine hydrochloride (Nasal)
1202010Z0,Mometasone furoate/olopatadine hydrochloride
120202000,Other topical nasal decongestant preparations
1202020C0,Ephedrine hydrochloride
1202020F0,Glucose/glycerol
1202020G0,Oxymetazoline hydrochloride
1202020I0,Ipratropium bromide
1202020K0,Phenylephrine hydrochloride
1202020L0,Sodium chloride
1202020P0,Xylometazoline hydrochloride
1202020Q0,Xylometazoline hydrochloride/ipratropium bromide
120203000,Other nasal infection preparations
1202030D0,Fusafungine
1202030R0,Mupirocin
1202030S0,Neomycin sulfate
120301000,Other oral ulceration and inflammation preparations
1203010C0,Benzocaine
1203010E0,Benzydamine hydrochloride
1203010F0,Flubiprofen
1203010G0,Carbenoxolone sodium
1203010K0,Choline salicylate
1203010M0,Hydrocortisone (Sodium succinate)
1203010Q0,Lidocaine hydrochloride
1203010S0,Salicylic acid
1203010T0,Triamcinolone acetonide
1203010U0,Doxycycline hyclate
1203010V0,Lidocaine/cetylpyridinium
1203020C0,Amphotericin
1203020H0,Miconazole
1203020J0,Metronidazole
1203020N0,Nystatin
1203020P0,Minocycline hydrochloride
120303000,Other lozenge and spray preparations
1203030A0,Amylmetacresol
1203030AA,Dichlorobenzyl alcohol/amylmetacresol
1203030B0,Benzocaine
1203030D0,Cetylpyridinium chloride
1203030F0,Dequalinium chloride
1203030G0,Tetracaine hydrochloride
1203030J0,Hexylresorcinol
1203030M0,Lidocaine hydrochloride
1203030N0,Menthol
1203030T0,Benzalkonium chloride
1203030V0,Thymol
1203030X0,Hexylresorcinol and benzalkonium chloride
1203030Y0,Benzydamine hydrochloride
1203030Z0,Dichlorobenzyl alcohol
120304000,"Other mouth wash, gargle and dentifrice preparations"
1203040AA,Diclofenac sod
1203040C0,Cetylpyridinium chloride
1203040E0,Chlorhexidine gluconate
1203040G0,Hexetidine
1203040I0,Hydrogen peroxide
1203040K0,Phenol
1203040M0,Povidone-iodine
1203040N0,Sodium benzoate
1203040P0,Sodium chloride
1203040U0,Thymol
120305000,Other treatment of dry mouth preparations
1203050A0,Artificial saliva
1203050P0,Pilocarpine hydrochloride
130101000,Other vehicle and emulsifying agent preparations
1301010D0,Cetomacrogol
1301010H0,Emulsifying wax
1301010I0,Wool fat hydrous
1301010P0,Paraffin hard
1301010V0,Wool alcohols
1301010W0,Wool fat
130201000,Other emollient preparations
1302010E0,Dexpanthenol
1302010F0,Emulsifying wax
1302010H0,Fuller's earth
1302010K0,Lactic acid
1302010M0,Paraffin soft yellow
1302010N0,Paraffin soft white
1302010U0,Urea
1302010W0,Vitamin E
1302010Y0,Wool alcohols
1302010Z0,Chlohexidine gluconate (Emollient)
130201100,Emollient bath and shower preparations
1302011L0,Light liquid paraffin
1302011M0,Liquid paraffin
130202000,Other barrier preparations
1302020B0,Benzalkonium chloride
1302020D0,Dimeticone (Barrier)
1302020E0,Zinc oxide
1302020F0,Cod liver oil
1302020G0,Zinc paste
130203000,Other dusting powder preparations
1302030T0,Talc purified
130300000,Other topical anaesthetic and antipruritic preparations
1303000A0,Tetracaine hydrochloride
1303000AA,Menthol
1303000AB,Aluminium sulfate
1303000B0,Benzocaine
1303000C0,Antazoline hydrochloride
1303000D0,Calamine
1303000E0,Colestyramine
1303000F0,Doxepin hydrochloride
1303000I0,Crotamiton
1303000J0,Diphenhydramine hydrochloride
1303000M0,Mepyramine maleate
1303000N0,Lidocaine
1303000Q0,Lidocaine hydrochloride
130400000,Other topical corticosteroid preparations
1304000AC,Fluprednidene acetate
1304000B0,Alclometasone dipropionate
1304000C0,Beclometasone dipropionate
1304000D0,Betamethasone esters
1304000F0,Betamethasone valerate
1304000G0,Clobetasol propionate
1304000H0,Clobetasone butyrate
1304000J0,Desoximetasone
1304000L0,Diflucortolone valerate
1304000N0,Fluocinolone acetonide
1304000P0,Fluocinonide
1304000R0,Fluocortolone
1304000S0,Fluticasone propionate (Topical)
1304000T0,Fludroxycortide
1304000U0,Halcinonide
1304000V0,Hydrocortisone
1304000W0,Hydrocortisone butyrate
1304000X0,Hydrocortisone acetate
1304000Y0,Mometasone furoate
1304000Z0,Triamcinolone acetonide
130501000,Other eczema preparations
1305010AC,Zinc paste and calamine
1305010AD,"Zinc paste, calamine and clioquinol"
1305010AE,Zinc paste and ichthammol
1305010AF,Alitretinoin
1305010I0,Gamolenic acid
1305010J0,Ichthammol
130502000,Other psoriasis preparations
1305020A0,Acitretin
1305020C0,Tars
1305020D0,Calcipotriol
1305020F0,Dithranol
1305020I0,Coal tar and corticosteroid preparations
1305020L0,Methoxsalen
1305020P0,Coal tar bath preparations
1305020R0,Tacalcitol
1305020S0,Salicylic acid
1305020T0,Tazarotene
1305020V0,Cocois
1305020W0,Calcitriol
1305020X0,Fumaric acid
1305020Z0,Cholesterol/simvastatin
1305030A0,Efalizumab
1305030B0,Pimecrolimus
1305030C0,Tacrolimus
1305030D0,Ustekinumab (Psoriasis)
1305030E0,Brodalumab (Psoriasis)
1305030F0,Guselkumab (Psoriasis)
1305030G0,Ixekizumab
1305030H0,Tildrakizumab
1305030I0,Risankizumab
1305030J0,Tralokinumab
1306010A0,Aluminium oxide
1306010AA,Clindamycin/hydrocortisone
1306010AB,Clindamycin/tretinoin
1306010B0,Azelaic acid
1306010C0,Benzoyl peroxide
1306010F0,Clindamycin phosphate
1306010G0,Corticosteroids
1306010H0,Adapalene
1306010I0,Erythromycin
1306010M0,Isotretinoin
1306010N0,Nicotinamide
1306010Q0,Salicylic acid
1306010S0,Resorcinol
1306010T0,Sulfur
1306010V0,Tretinoin
1306010W0,Tetracycline hydrochloride
1306010Y0,Benzoyl peroxide and clindamycin phosphate
1306010Z0,Adapalene and benzoyl peroxide
1306020C0,Co-cyprindiol (Cyprote acetate/ethinylestradiol)
1306020D0,Cyproterone acetate
1306020J0,Isotretinoin
1306030A0,Brimonidine tart (Rosacea)
1306030B0,Ivermectin
1307000C0,Formaldehyde
1307000F0,Glutaraldehyde
1307000J0,Podophyllum resin
1307000K0,Podophyllotoxin
1307000M0,Salicylic acid
1307000Q0,Silver nitrate
1307000T0,Trichloroacetic acid
1307000V0,Imiquimod
1307000W0,Camellia sinensis extract
130801000,Other sunscreening preparations
1308010AA,Tirbanibulin
1308010P0,Padimate O
1308010U0,Titanium dioxide
1308010V0,Tretinoin
1308010W0,Diclofenac sodium
1308010X0,Methyl-5-aminolevulinate
1308010Y0,Fluorouracil (Sunscreen)
1308010Z0,Ingenol mebutate
130802000,Other camouflage preparations
130900000,Other shampoo and scalp preparations
1309000C0,Coal tar
1309000F0,Alkyl sulfate
1309000G0,Arachis oil
1309000H0,Minoxidil
1309000I0,Ketoconazole
1309000L0,Benzalkonium chloride
1309000P0,Cetrimide
1309000Q0,Povidone-iodine
1309000R0,Sulfur
1309000S0,Selenium sulfide
1309000V0,Dithranol
1309000W0,Finasteride
1309000X0,Eflornithine monohydrate chloride
131001100,Other topical only antibacterial preparations
1310011AA,Retapamulin
1310011G0,Framycetin sulfate
1310011K0,Mafenide
1310011M0,Mupirocin
1310011P0,Neomycin sulfate
1310011T0,Potassium hydroxyquinoline sulphate
1310011W0,Polymyxins
1310011Y0,Silver sulfadiazine
1310012F0,Fusidic acid
1310012I0,Gentamicin sulfate
1310012K0,Metronidazole
1310012Q0,Sodium fusidate
131002030,Terbinafine hydrochloride
1310020A0,Amorolfine hydrochloride
1310020AA,Flutrimazole
1310020D0,Benzoic acid
1310020E0,Bifonazole
1310020H0,Clotrimazole
1310020J0,Econazole nitrate
1310020K0,Halquinol
1310020L0,Ketoconazole
1310020N0,Miconazole nitrate
1310020Q0,Griseofulvin
1310020S0,Sodium thiosulfate
1310020T0,Tioconazole
1310020U0,Nystatin
1310020V0,Salicylic acid
1310020X0,Sulconazole nitrate
1310020Y0,Tolnaftate
1310020Z0,Undecenoates
131003000,Other antiviral preparations
1310030C0,Aciclovir
1310030I0,Idoxuridine in dimethyl sulfoxide
1310030L0,Penciclovir
131004000,Other parasiticidal preparations
1310040C0,Benzyl benzoate
1310040F0,Carbaryl
1310040M0,Malathion
1310040Q0,Permethrin
1310040S0,Phenothrin
1310040V0,Dimeticone (Parasiticidal)
131005000,Other minor cut and abrasion preparations
1310050A0,Aluminium sulfate
1310050D0,Cetrimide
1310050H0,Hydrogen peroxide
1310050J0,Chlorhexidine gluconate
1310050K0,Dibrompropamidine isetionate
1310050M0,Magnesium sulfate
1310050P0,Phenol
1310050R0,Polynoxylin
1310050S0,Povidone-iodine
1310050T0,Proflavine hemisulphate
1310050W0,Chlorhex hydrochloride
131101000,Other alcohol and saline preparations
1311010A0,Alcohol
1311010I0,Isopropyl alcohol
1311010P0,Phenoxyethanol
1311010S0,Sodium chloride
1311010U0,Solvent ether
1311020G0,Chlorhexidine acetate
1311020L0,Chlorhexidine gluconate
1311030A0,Alkyl sulphate
1311030D0,Benzalkonium chloride
1311030S0,Soft soap
1311040I0,Iodine
1311040K0,Iodine compounds
1311040L0,Iodoform
1311040T0,Sodium hypochlorite
1311050E0,Chloroxylenol
1311050K0,Hexachlorophene
1311050P0,Liquefied phenol
1311050U0,Triclosan
1311050V0,Halogenated phenols with phenol
1311060F0,Ferric chloride
1311060H0,Hamamelis
1311060I0,Hydrogen peroxide
1311060Q0,Potassium permanganate
1311060R0,Proflavine
1311060T0,Silver nitrate
1311060Z0,Zinc sulfate
131107000,Other desloughing agents
1311070J0,Hydrogen peroxide
1311070K0,Becaplermin
1311070R0,Streptokinase and streptodornase
1311070S0,Ster larvae
131200000,Other antiperspirant preparations
1312000C0,Aluminium chloride
1312000G0,Glycopyrronium bromide
1313010S0,Medicated stockings
1313080S0,Sucralfate
131400000,Other topical circulatory preparations
1314000H0,Heparinoid
1314000M0,Methyl nicotinate
131500000,Other miscellaneous topical preparations
1315000G0,Depigmenting agents
140300000,Other diagnostic vaccine preparations
140400030,Hepatitis A
140400050,Varicella vaccine live
140400060,"Haemophilus influenzae/diptheria,tetanus,pertussis vaccine"
140400070,Hepatitis A/hepatitis B
1404000AA,Tick-borne encephalitis vaccine
1404000AD,Hepatitis A/typhoid vaccine
1404000AF,Haemophilus influenzae B/meningococcal C
1404000AG,Rotavirus
1404000AH,"Human papillomavirus (Type 6,11,16,18)"
1404000AI,"Human papillomavirus (Type 16,18)"
1404000AJ,"Influenza H1N1(Split viron, inactivated, adjuvanted)"
1404000AK,"Influenza H1N1(Whole viron, vero, inactivated)"
1404000AL,Shingles (H/Z)
1404000AM,"Humpapvirus(Type 6,11,16,18,31,33,45,52,58)"
1404000AN,Meningococcal A + C vaccine
1404000AP,Meningococcal C vaccine
1404000AQ,Meningococcal B vaccine
1404000AR,"Japanese encephalitis vaccine (Inactivated,adsorbed)"
1404000AS,Japanese encephalitis vaccine (Imported)
1404000C0,Bacillus calmette-guerin (B.C.G.)
1404000E0,Cholera
1404000F0,Diphtheria
1404000G0,Hepatitis B
1404000H0,Influenza
1404000L0,Pneumococcal
1404000M0,Poliomyelitis
1404000N0,Rabies
1404000P0,Rubella
1404000R0,Tetanus
1404000S0,Typhoid
1404000U0,Yellow fever
1404000W0,"Measles, mumps and rubella vaccine"
1404000X0,Meningococcal A + C + W135 + Y vaccine
1404000Y0,Haemophilus influenzae vaccine
140500000,Other immunoglobulin preparations
1405010A0,Normal immunoglobulin (Gamma globulin)
1405020A0,Tetanus immunoglobulin
1405020B0,Hepatitis B immunoglobulin
1405020C0,Varicella-zoster immunoglobulin
1405020D0,Rabies immunoglobulin
1405030A0,Anti-D (Rh-) immunoglobulin
1501010C0,Etomidate
1501010F0,Ketamine
1501010L0,Propofol
1501010P0,Thiopental sodium
1501010Q0,Remifentanil hydrochloride
1501010R0,Esketamine hydrochloride
1501020R0,Nitrous oxide
1501020V0,Sevoflurane
1501030D0,Atropine sulfate
1501030G0,Glycopyrronium bromide
1501030H0,Hyoscine hydrobromide
1501041T0,Midazolam hydrochloride
1501042E0,Ketorolac trometamol
1501042H0,Parecoxib sodium
1501043A0,Alfentanil hydrochloride
1501043F0,Fentanyl citrate
1501050F0,Atracurium besilate
1501050K0,Mivacurium chloride
1501050L0,Pancuronium bromide
1501050P0,Suxamethonium chloride
1501050V0,Vecuronium bromide
1501050W0,Cisatracurium
1501050X0,Rocuronium bromide
1501060N0,Neostigmine metilsulfate
1501070F0,Flumazenil
1501070G0,Naloxone hydrochloride
1501080B0,Dantrolene sodium
1502010A0,Tetracaine
1502010AA,Chloroprocaine hydrochloride
1502010AB,Mepivacaine hydrochloride
1502010C0,Bupivacaine hydrochloride
1502010F0,Cocaine hydrochloride
1502010G0,Cocaine
1502010I0,Lidocaine
1502010J0,Lidocaine hydrochloride
1502010R0,Ropivacaine hydrochloride
1502010S0,Prilocaine hydrochloride
1502010U0,Procaine hydrochloride
1502010V0,Levobupivacaine hydrochloride
1502010X0,Ziconotide acetate
1502010Y0,Lidocaine and tetracaine
1502010Z0,Bupivacaine hydrochloride and fentanyl citrate
180300000,Other x-ray contrast media preparations
1803000A0,Other x-ray contrast media preparations
180400000,Other diagnostic agent preparations
190100000,"Other alcohol, wine and spirit preparations"
190201000,Other individually formulated bought in preparations
190202000,Other individually formulated prepared extemp preparations
190203000,Other homeopathic preparations
190205000,Other household and over the counter preparations
190205500,Other toiletry preparations
1902070A0,Acetylcysteine
1902070C0,Dicobalt edetate
1902070D0,Dimercaprol
1902070E0,Charcoal
1902070M0,Methionine
1902070Q0,Naloxone hydrochloride
190400000,Other single substance preparations
190500000,Other preparations
190600000,Other acid preparations
190601000,Other concentrated water preparations
190603000,Other extract preparations
190605000,Other oil preparations
190606000,Other tincture preparations
190607000,Other syrup preparations
190700000,Other base/diluent/suspending agent/stabiliser preparations
190800000,"Other colour, flavour and sweetening preparations"
190900000,"Other disinfectant,preservative and sterilising preparations"
191300000,Other cordial/soft drink preparations
1914010A0,Sterile water
191402000,Other purified water preparations
191500000,Other gas preparations
200100001,DUMMY CHEMICAL SUBSTANCE 200100001
200100002,DUMMY CHEMICAL SUBSTANCE 200100002
200201001,DUMMY CHEMICAL SUBSTANCE 200201001
200202002,DUMMY CHEMICAL SUBSTANCE 200202002
200202003,DUMMY CHEMICAL SUBSTANCE 200202003
200202004,DUMMY CHEMICAL SUBSTANCE 200202004
200202005,DUMMY CHEMICAL SUBSTANCE 200202005
200202006,DUMMY CHEMICAL SUBSTANCE 200202006
200202007,DUMMY CHEMICAL SUBSTANCE 200202007
200202008,DUMMY CHEMICAL SUBSTANCE 200202008
200202009,DUMMY CHEMICAL SUBSTANCE 200202009
200202010,DUMMY CHEMICAL SUBSTANCE 200202010
200202011,DUMMY CHEMICAL SUBSTANCE 200202011
200300000,DUMMY CHEMICAL SUBSTANCE 200300000
200301000,DUMMY CHEMICAL SUBSTANCE 200301000
200301001,DUMMY CHEMICAL SUBSTANCE 200301001
200301002,DUMMY CHEMICAL SUBSTANCE 200301002
200301003,DUMMY CHEMICAL SUBSTANCE 200301003
200301004,DUMMY CHEMICAL SUBSTANCE 200301004
200301005,DUMMY CHEMICAL SUBSTANCE 200301005
200301006,DUMMY CHEMICAL SUBSTANCE 200301006
200301007,DUMMY CHEMICAL SUBSTANCE 200301007
200302000,DUMMY CHEMICAL SUBSTANCE 200302000
200302001,DUMMY CHEMICAL SUBSTANCE 200302001
200302002,DUMMY CHEMICAL SUBSTANCE 200302002
200303000,DUMMY CHEMICAL SUBSTANCE 200303000
200304000,DUMMY CHEMICAL SUBSTANCE 200304000
200304001,DUMMY CHEMICAL SUBSTANCE 200304001
200304002,DUMMY CHEMICAL SUBSTANCE 200304002
200304003,DUMMY CHEMICAL SUBSTANCE 200304003
200305000,DUMMY CHEMICAL SUBSTANCE 200305000
200305001,DUMMY CHEMICAL SUBSTANCE 200305001
200306000,DUMMY CHEMICAL SUBSTANCE 200306000
200306001,DUMMY CHEMICAL SUBSTANCE 200306001
200306002,DUMMY CHEMICAL SUBSTANCE 200306002
200306003,DUMMY CHEMICAL SUBSTANCE 200306003
200306004,DUMMY CHEMICAL SUBSTANCE 200306004
200306005,DUMMY CHEMICAL SUBSTANCE 200306005
200307000,DUMMY CHEMICAL SUBSTANCE 200307000
200308000,DUMMY CHEMICAL SUBSTANCE 200308000
200308001,DUMMY CHEMICAL SUBSTANCE 200308001
200309000,DUMMY CHEMICAL SUBSTANCE 200309000
200309001,DUMMY CHEMICAL SUBSTANCE 200309001
200309002,DUMMY CHEMICAL SUBSTANCE 200309002
200309003,DUMMY CHEMICAL SUBSTANCE 200309003
200309004,DUMMY CHEMICAL SUBSTANCE 200309004
200310000,DUMMY CHEMICAL SUBSTANCE 200310000
200311000,DUMMY CHEMICAL SUBSTANCE 200311000
200312000,DUMMY CHEMICAL SUBSTANCE 200312000
200312001,DUMMY CHEMICAL SUBSTANCE 200312001
200313000,DUMMY CHEMICAL SUBSTANCE 200313000
200314000,DUMMY CHEMICAL SUBSTANCE 200314000
200315000,DUMMY CHEMICAL SUBSTANCE 200315000
200316000,DUMMY CHEMICAL SUBSTANCE 200316000
200316001,DUMMY CHEMICAL SUBSTANCE 200316001
200317000,DUMMY CHEMICAL SUBSTANCE 200317000
200317001,DUMMY CHEMICAL SUBSTANCE 200317001
200317002,DUMMY CHEMICAL SUBSTANCE 200317002
200317003,DUMMY CHEMICAL SUBSTANCE 200317003
200318000,DUMMY CHEMICAL SUBSTANCE 200318000
200319000,DUMMY CHEMICAL SUBSTANCE 200319000
200320000,DUMMY CHEMICAL SUBSTANCE 200320000
200321000,DUMMY CHEMICAL SUBSTANCE 200321000
200321001,DUMMY CHEMICAL SUBSTANCE 200321001
200322000,DUMMY CHEMICAL SUBSTANCE 200322000
200323000,DUMMY CHEMICAL SUBSTANCE 200323000
200324000,DUMMY CHEMICAL SUBSTANCE 200324000
